code,product_name
5901713011763,Przecier pomidorowy z polskimi ziołami
5901432000819,"Mleko 3,2%"
5900512320434,"Mleko UHT 3,2%"
5051007117852,Sok pomidorowy z zagęszczonego soku pomidorowego
5900512700038,Ser miękki solankowy półtłusty Favita
5901088010736,Sok pomidorowy z zagęszczonego soku pomidorowego z chili i pieprzem.
5900820003272,"Mleko 1,5 %"
5900820000011,Mleko UHT
5900120011229,Mleko 2%
5900820017453,Jogurt naturalny
5900820008079,Śmietanka 30%
5900512982335,Mleko bez laktozy
5900500024368,Sok pomidorowy z dodatkiem soli
5900820019365,"Jogurt pitny marchew, mango z błonnikiem"
5900820000158,Łaciate Uht Milk 2.0% Fat 0.5 L
4770207048698,Jogurt pitny o smaku czarnej jagody 2%
5900334007780,"Napój wieloowocowy: mango, jabłko, pomarańcza, cytryna."
5900820017460,Jogurt pitny truskawkowy
5900120011199,"Mleko UHT 3,5 %"
5900500028809,"Sok z jabłek, bananów i marchwi"
3850104220616,Pomidory krojone w soku pomidorowym - klasyczne
5900500023163,Sok z marchwi
5900500018190,Napój wieloowocowy Exotic
5900512320335,Mleko 2%
5900820010218,"Mleko 3,2%"
5900820000042,Mleko 2%
5904215135265,Sok pomidorowy
5900500027895,Nektar wieloowocowy
5900059700843,Sok pomidorowo-paprykowy z dodatkiem soli i ostrej papryki
5901713014412,Sok pomidorowy pikantny
3560070348596,Pains au lait
3560070332847,Pommejus à base de concentré
5901886031476,Sok pomidorowy
5907809284271,"Mleko 3,2 %"
5900446013259,Sok jabłkowy
20061548,Jajka różnej wielkości
8851613101385,Coconut milk
3560070339228,Sirop Menthe
3560070824137,Couscous grains moyens
8428532121420,Lait de coco Original
3560070333066,Tropical jus à base de concentrés
20080204,Edel Herbe Sahneschokolade
20325770,Jaja świeże
5901886031490,100% sok multiwitamina z dodatkiem witamin
5907809284219,Mleko UHT
5902150284123,Olej kokosowy
5907778530744,Pierogi z kapustą i grzybami
5907778530720,Pierogi ruskie
5907778531796,Naleśniki z serem twarogowym
5908235944258,Krem topiony z dodatkiem sera emmentaler
5900020021472,Chocapic - smak choco-orzechowy
5000159459228,Twix
5411188112709,Amande
5906012000081,KRÓLOWA
5902180240106,Kasza jęczmienna perłowa
5051007075688,Kasza gryczana prażona
5900242001610,Majonez Kielecki
5900242001566,Majonez Kielecki
5902057003735,Jogurt truskawkowy do picia
5906425111992,Musztarda francuska
5902180070109,Kasza jęczmienna wiejska
5900977010628,Sorgo czerwone
5904215139904,Kasza gryczana biała
5904215135715,Kasza gryczana prażona
5906936444435,Kasza gryczana prażona
5902180580103,Kasza owsiana pęczak prażona
5904215120506,Kasza gryczana prażona
5900977002197,Kasza pęczak jęczmienny
5900977001572,Kasza gryczana prażona
5900977010604,Sorgo białe
5901883000017,Maka
3596710021352,Petits pains grillés sans sucres ajoutés
7622210194961,"Ciastka zbożowe z miodem, orzechami laskowymi i kawałkami czekolady wzbogacone w wapń, magnez i żelazo."
5900340011146,"Chleb-pszenno-żytni z mąką pełnoziarnistą graham oraz dodatkiem zakwasu żytniego, krojony."
20624477,Zucker
5449000025173,Coca Cola Original taste
8719200022683,"Margaryna półtłusta o smaku masła z witaminami A, B1, B2, B6, B12, D."
5900488012173,Lody waniliowe w czekoladzie mlecznej (30%)
5900643010631,Jogurt z świeżymi śliwkami ze szczepem bakterii ActiRegularis
8712100601217,Ketchup
5900352014296,Lody kakaowe w czekoladzie z kawałkami wafli.
5901588017617,Czekolada Tiramisu
20983758,Ryż biały długoziarnisty basmati
5902172001920,Wafle ryżowe z sezamem
5449000000286,Coca Cola
4009900484695,Orbit Spearmint XXL Sugarfree Chewing Gum 58 G (42 Pieces)
5907443600994,Czekolada mleczna
5907443600987,Czekolada mleczna
5902581689764,Czekolada mleczna
5907368740034,Galaretka z kurczaka
5903295006755,Dżem wiśniowy o obniżonej zawartości cukrów
5906974008064,Konfitura truskawkowa niskosłodzona
5905548350370,Zielona herbata w torebkach
5014328011001,Herbata czarna
5903295008995,Dżem malinowy niskosłodzony
5449000133335,Coca-Cola Zero
4014400901191,Grosse Vielfalt
5903386030546,Szczaw konserwowy
5902619001032,Szparagi białe
5900056010464,Wafel teatralny classic
5900056007228,Wafel teatralny classic
5900691080907,Mleko UHT 2%
5900862212489,Majonez dekoracyjny
5901398075289,Naleśniki z serem twarogowym
5906940007039,Makaron Staropolski
5902346009516,Kasza kuskus z pszenicy durum
5902346007086,Kasza jaglana
5902346001831,Kasza gryczana prażona cała
5760466986021,Serek kremowy naturalny
5901390152124,Ser pleśniowy camembert z ziołami
5907516796524,Ziemniaki sałatkowe
5902170000871,Ser twarogowy śmietankowy mielony
4007993019930,Lody karmelowe (3% pasty karmelowej) z kawałkami kruchego karmelu z mleczną czekoladą w polewie z mlecznej czekolady 32% i kawałkami karmelowo-migdałowymi.
20234010,Makaron świderki
5900049001714,Makaron świderki
20460136,Musztarda Dijon
20729783,"Bio Organic Natives Olivenöl Extra, Aus Spanien"
5900259105813,Maxx deep ridgeg
5900477014027,Warzywa na patelnię ze szpinakiem
5900477000754,Bukiet warzyw kwiatowy
5900775200931,Orzechy Brazylijskie
5900143002389,Pierogi carskie
5904123587071,Polędwica Kanadyjska z indyka
4000417296009,Mandel Zauber
5900197011689,jogurt Naturalny Gęsty
5900197022548,Jogurt naturalny Bio
5900197022388,Jogurt Bio Fresas
5900983000873,"Kisiel Owocowy Kubek, owoce leśne"
5900672012347,Salatka warzywna ze szczypiorkiem
5900888013299,Herbata zielona
5900956003634,"Herbaciany ogród, malina z żurawiną"
5900196004026,Szynka delikatesowa z kurcząt
5903240806928,"Ser Bawarski pleśniwy, kremowy łagodny"
5903240806911,"Ser bawarski pleśniowy, caractere"
5900820009076,Twaróg Klinek półtłusty
5900928032358,Tortilla
5900567010816,Kiełbasa sucha Krakowska
5904378243173,Roszponka
8907198000701,Cukier puder
2982142001740,Filet z makreli wędzony z posypką
20059279,Kiełbasa Rakowska
5902208000842,Rycki Maasdam
5900259086082,Cheetos chrupki
5900956000688,Herbaciany ogród - Prosto z lasu.
20218225,Lody śmietanka z czekoladą
5906827012705,Mąka kukurydziana
5907029004994,Paluszki w mlecznej czekoladzie
5900567020747,Berlinki chilli
5906425150649,Majonez Wegański
5900500024665,"Napój wieloowocowy jabłko, cytryna i limonka"
20004408,Rotkohl
5902020850250,Sardynka w sosie własnym z dodatkiem oleju
7613035303881,Majonez Dekoracyjny
5907180313263,Burrata
20417673,Pieczarka
8717163877227,Kaszotto orientalne
5902659894540,Szynka z fileta kurczaka
5902020539766,Placki ziemniaczane
3250390232254,Palmiers feuilletés croustillants
20096410,Filety z makreli w sosie pomidorowym
5902353029408,koreczki śledziowe po kaszubsku
3250392415068,Muesli crisp 5 fruits
20691332,Opiekane filety śledziowe w zalewie octowej
3250391406593,Petits pains grillés
8000215204592,Napój sojowy bio
5906295839330,Naleśnik z jabłkami
20982119,"Płatki zbożowe w kształcie ciasteczek o smaku czekoladowym wzbogacone w 9 witamin, wapń i żelazo."
20818418,"Muszelki zbożowe o smaku czekoladowym wzbogacone w 9 witamin, wapń i żelazo."
20080662,Barres céréales Choco & Banane
5901588018195,"Dark chocolate 80% cocoa, mocno gorzka"
4025700001962,White Chocolate Bar
40822938,"Fanta, soda, orange"
5901588067070,Sesame halva
5900085011029,Mayonnaise Decorative
5900505018706,Kiełbasa żywiecka z szynki.
5901939103082,Skyr jogurt pitny
5900397731387,Blackcurrant jam
5602384002158,Ser kozi dojrzewający
28069416,Jajeczka z czekolady mlecznej
5901753000383,Masło królewskie
4001954160587,"Tradycyjne masło Irlandzkie, solone"
5902020163206,Mąka Krupczatka
5902172000589,Ryż parboilled
20173074,Röstzwiebeln
7622300472443,Jacobs Krönung Espresso
9002490100070,Napój energetyczny
8714100666838,Zupka chińska ser w ziołach
20046347,Choc Cocos & Chocos minis
80761761,Kinder Bueno white
5906764002746,Pasztet z pomidorami
5906764004498,Pasztet z papryką
5906764002739,Pasztet drobiowo-wieprzowy
5900950446888,Pasztet z pieczarkami
8712100837890,Ice cream with vanilla from Madagascar coated with milk chocolate (29%) and almonds (5%)
5900691031114,Mleko zagęszczone słodzone
5900617000132,Otręby pszenne
5900617002945,Otręby owsiane
3250390221302,Barres de céréales
40875125,Bourbon vanilla glace Lidl
20468583,Cieciorka
5901588016016,Czekolada mleczna
5901359062013,Bier Tyskie
5901753000628,ser królewski
5900334003409,"Mus jabłko, mango, banan"
5900020032195,Lion WildCruch
5900154000541,Jaśki z kremem o smaku mlecznym
8008698005491,Choko Chip Cookies
5907443602882,Czekolada mleczna
5900983002891,Ciasto czekoladowe w proszku
5908250801284,Cheddar długodojrzewający 10m-cy
5900049003107,Makaron spaghetti
5904215136040,Masło ekstra bez laktozy
5900854013674,Sos amerykański
5900854001343,Sos meksykański
5900854005440,Sos Duński Remoulada
5900854004504,Majonez sałatkowy
3184670008119,Creme Brulee
5902020539865,Gołąbki z mięsem
8717496041647,Framboises
5907222978801,Sos rybny
5901520000035,"Muszynianka magnez i wapń - naturalna woda mineralna częściowo odgazowana, niskonasycona CO2"
5900531001550,Śmietana 18%
5900567015613,Szynka eksportowa
20706784,Oliwa z oliwek
5901384502768,Japoński kurczak Teriyaki
5902802760029,Świeże jaja
5904378242923,Mix sałat
5900783002145,Pomidory całe
5903096000013,Skrobia ziemniaczana
5900477000839,Warzywa na patelnię z ziołami i papryką
8712100867620,Rosół z kury z makaronem
5900862217422,Galaretka truskawkowa
5900143007841,Krupnik
20555313,Tortilla Wraps Vollkorn
20340599,Czekolada mleczna z nadzieniem (26%) o smaku karmelowym z kawałkami wafli i nadzieniem (22%) karmelowym słonym
5901414200039,Herbatniki
5907501019911,Mięsiwo w sosie własnym
5901414204051,Herbatniki pełnoziarniste
5903876117047,Marmolada wieloowocowa
5900512900261,Mozzarella
5900512700021,"Ser miękki solankowy, półtłusty,"
5900352000268,Herbatniki ekstra grube
5900259099914,Lays Carbowane
4000415097707,Biała czekolada
5900567009681,Berlinki classic
5902208000705,Rycki Edam
8714100698730,"Danie Pure, Śmietana z ziołami"
5903337007719,Masło
5900617038265,Masło orzechowe
5900512320359,"Mleko 3,2%"
5900919000021,Buraczki całe
5900820000455,Śmietanka
5907468133125,"Mąka pszenna, typ 650"
3560070791064,Briochettes aux pépites de chocolat
5905187906259,Chrupki ziemniaczane o smaku paprykowym.
5900541000000,Woda źródlana
5907544130086,Pizza pepperoni
5900541001021,Woda źródlana
3262970808032,Fromage Blanc 0 % Nature
5903195007555,Salami dojrzewające
5906660087311,Słonecznik łuskany
5905187114746,Crunchips Paprika Crisps
5902409701494,Twaróg delikatny naturalny
5902899139661,Kremowy serek twarogowy kanapkowy ze szczypiorkiem
8710482532808,Gemengde chocolade kruidnoten
5900749565110,Kajmak - Masa krówkowa o smaku Tiramisu
5900643025178,Activia yaourt à boire myrtille
5900334008381,Sok wieloowocowo marchwiowy
5902891280217,Cappuccino waniliowe
5900643023235,Actimel o smaku truskawkowym. Mleko fermentowane z L. casei Danone oraz witaminami B6 i D.
5907180316424,Belgijska czekolada 70%
3083681003963,Bonduelle Lenticchie piccole al vapore
5906441330797,Napój gazowany tonic
5900500028533,Sok pomarańczowy z cząsteczkami miąższu
5907180316417,Belgijska czekolada mleczna z kawałkami słonego karmelu
5902746641330,"Warka Radler 2%, cytrynowy"
5906932000710,Czosnek z oliwkami i suszonymi pomidorami
5900562204531,Pasztet z królikiem
5908243507339,Drożdże Lwowskie
5449000130389,Coca Cola Tcheque
20469962,Cuscinelli Croccanti Sardi
5900197022067,Napój mleczny o smaku kawowym
20207380,Cake cacao
5900691031091,Gostyńskie mleko zagęszczone niesłodzone
8053904630714,Shirataki konjac Linguini
5900643029831,"Activia malina, granat"
5449000195364,Coca-Cola Zero Cherry
5900397735200,Kociołek węgierski
02751153,Sok grejpfrutowy
5900200006565,Świeży sok marchewkowy
5907517801968,Hummus pomidorowy
5900862017886,"Nadziewany wafel z karmelem 29.8%, płatkami pszennymi 3,2%, i orzechami ziemnymi 18% w polewie kakaowej."
5907778534445,Sałatka makaronowa z brokułami i ogórkiem
5906827014501,Płatki owsiane Górskie
5900749629997,Baton zbożowy z bananami i polewą o smaku kakaowo-mlecznym.
7613036078627,Wafel przekładany kremem mlecznym (47%) oblany mleczną czekoladą
5901529014163,Wafel przekładany kremem kakaowym
8003340097916,Pralinki z czekolady - mix
0038900012267,Pineapple
5900085011012,Majonez
5901489142067,Filety z makreli w sosie pomidorowym
5900635001517,Woda mineralna niegazowana
5900541001069,Woda źródlana niegazowana
5900541004145,Woda źródlana niegazowana
5901069004754,Filety z makreli w sosie pomidorowym
5900919000410,Groszek konserwowy
5905548350028,Herbata czerwona Pu-Erh o smaku cytrynowym
5900244010030,Gulasz angielski 95 % mięsa
5901658000501,Musztarda piekielna
5900977008007,Groch żółty łuskany połówki
5900049006375,Makaron Lubella Pióra nr 17
5900397734357,Barszcz czerwony
5902180040102,Ryż biały długoziarnisty Parboiled
5900397735330,Pulpety w sosie pomidorowym
5903264000555,"Wielkopolski olej rzepakowy tłoczony tylko raz, rafinowany."
5900783002152,Pomidore krojone bez skórki w sosie pomidorowym.
5901885232003,Borówka amerykańska
5900397734401,Żurek
8714100691038,Lody czekoladowe (3% mlecznej czekolady) w polewie (30%) z gorzkiej czekolady
5901529005673,Wafel przekładany kremem orzechowym w czekoladzie mlecznej
8584004031151,Kruchy wafelek przekładany kremem (70%) o smaku mlecznym w polewie kakaowej
5901529005710,Wafel przekładany kremem o smaku toffi w czekoladzie mlecznej
5901529005734,Wafel przekładany kremem kakaowym w czekoladzie
8584004024207,Kruchy wafelek z kremowym nadzieniem (58%) mlecznym w polewie mleczno-kakaowej
3460200545355,"Przepiórka bez podrobów, świeża"
5903978396197,Woda źrodlana lekko gazowana
5902162134232,Pizza z szynką wieprzową i pieczarkami
4014500515083,Ciastko z kremem mlecznym i czekoladowo-orzechowym
5900834000502,Lody o smaku śmietankowym w polewie kakaowej 26% z orzeszkami arachidowymi
5901529067442,Lody waniliowe w mlecznej czekoladzie 28%
5900084229395,Musztarda sarepska
5902121025816,Lody śmietankowe w czekoladzie
5900038007444,Kakao o obniżonej zawartości tłuszczu
5907778532335,Pierogi serowo-jagodowe
5901576050404,Stek z łososia
5902978004163,"Wafelek przekładany kremem kakaowym (53,5%) w czekoladzie"
5900643037195,Napój jogurtowy o smaku jagoda-borówka
5900512983516,"Jogurt pitny polski, bez laktozy, owoce leśne."
5900643032701,Napój jogurtowy o smaku truskawkowo-poziomkowym
5900643032725,Napój jogurtowy o smaku brzoskwinia-marakuja
5900910010777,Czekolada do picia o obniżonej zawartości tłuszczu
5900697017501,Tosty typu grzanka - Sucharki bez dodatku cukrów.
5902476000810,Baranek z masła wielkopolskiego
5060337500258,Monster energy ultra
5901559952503,Desperados Red
5900783003043,Ketchup Łagodny
8584004041389,Góralki Mleczne
5906747308438,Delicje Szampańskie pomarańczowe
5712871094457,Hazelnut and cocoa spread
5900049003022,Makaron Lubella świderki nr 19
5902057001748,Kefir
5900956002323,Zielnik Polski Melisa
5900749022293,Rodzynki luksusowe
5900143020864,Bigos z gęsiną i śliwkami
8711200354689,Kostka rosołowa
5900512110585,"Gouda, ser mierzwiony"
5906040063294,Śmietana 12%
5907516866890,Herbata biała Figowa z gruszką
5902180202333,Wafle ryżowe z pestkami dyni i algami morskimi
5900567020761,Berlinki pepperowni
5901939000770,Mleko wieskie świeże 2%
7613036923064,Ketchup bardzo pikantny
4056489119081,Pizza Familijna z szynką i pieczarkami
5900200006879,Sok marchew banan jabłko
5900344018608,Pasta warzywna z suszonymi pomidorami i lubczykiem
5900562556104,Kiełbasa biała wieprzowa Naturrino
5900797003442,Estella o smaku toffi
5900567001517,Berlinki z serem
5904467432501,Ayran napój turecki
5904467109243,Jogurt Typ Bałkański
5900512985343,Ser Kaszkwał
87333497,"Kwaśne cukierki do żucia o smaku limonkowym, jabłkowym i truskawkowym"
5906425120215,Ketchup Pikantny
5903874561132,Ekologiczne płatki żytnie
3560070936106,Biscuit tablette
5900552063315,Gazowany napój energetyzujący o smaku cytrusowym z dodatkiem witamin
8710445022643,Mieszkanka ciastek kruchych
5907471411753,Rurki waflowe z kremem o smaku krówkowym (60%)
5907471411760,Rurki waflowe z kremem o smaku adwokatowym (60%)
5900749565080,Kajmak masa krówkowa o smaku kakaowym
5900102020584,Truskawkowa czekolada nadziewana
5900102021215,Tiramisu czekolada nadziewana
8000500090046,Krem do smarowania z orzechami laskowymi i kakao
8715700209913,"Chili Barbecue, Pikantny sos do grila"
5904031096535,Pizza z pieczarkami
5909000775343,Smalec wieprzowy
5907368740270,Smalec ze skwarkami
5907577250461,Chleb żytni bez drożdzy
5908235940069,Ketchup pikantny
5908235940083,Ketchup łagodny
5900056004074,Pierniki w czekoladzie
5901154049219,Rozpuszczalna kawa zbożowa z miodem
5906936678717,Kuskus
5900562218439,Parówki z szynki
5904215133599,Ser Gouda
20933487,"Ser Tylżycki, plastry."
5900120025004,Masło Ekstra 82%
5907544130079,Pizza capricciosa
3560070342495,Fourrés goût vanille
5900102008735,Czekolada z nadzieniem 47% kokosowo-orzechowym.
5901483060107,Kwiat lipy
5900783000455,Heinz 342G Mild Ketchup
5905927001619,Perła Chmielowa
5900512982977,Masło ekstra bez laktozy
59027072,Migdałowy Aromat
59030348,Arakowy Aromat
5909000776340,Czekolada mleczna z całymi orzechami laskowymi
5900910008231,Napój instant o smaku czekolady mlecznej. DecoMorreno Chocollata Hot Milky
5201193118298,Makaron Orzo Medium
4335896501741,Gazowany napój energetyzujący
5902162113336,"Pizza z szynką wieprzową, na podopiecznym spodzie."
5900820012229,Świeże mleko
5908235943329,Krem o smaku kakaowo-orzechowym
5908235944333,Krem o smaku kakaowo-mleczno-orzechowym
5900512850023,Mleko spożywcze
5902814602072,Smalec staropolski ze skwarkami
5000159500340,Ice cream m&m’s
20219895,"Lody o smaku czekoladowym 66%, z kawałkami czekolady 5% i z czekoladą mleczną 27% z ziarnami kakao 2%."
5000159462037,Snickers Ice Cream
20012137,"Almond, Lody o smaku waniliowym 66% polane czekoladą mleczną 28% z kawałkami migdałów 6%."
5901588088563,Lody śmietankowe z wirem czekoladowym w czekoladzie mlecznej z kawałkami prażonych orzeszków arachidowych
5051007092067,Czekolada biała
5905617002537,Orzechy nerkowca łuskane
4056489129622,Sandwich fromage fondu
5903767002131,Duet mango-imbir
5900783004057,Fasolka po bretońsku z kiełbasą i boczkuem w sosie pomidorowym
5900247002438,Optima Cardio - margaryna roślinna
5900919000403,Koncentrat pomidorowy 30%
5900397742994,Barszcz biały koncentrat
5900397017412,Koncentrat pomidorowy 30%
5901588057583,Ptasie mleczko Karmellove!
5906936680093,Kasza gryczana biała
5901658000020,Musztarda stołowa
8717163691618,Magnum Bâtonnet Glace Chocolat Blanc & Cookies 90ml
4018077632006,Monster munch snacks original
7613033554346,Winiary Majonez Dekoracyjny
5900951139567,"Intense 65 % Cacao, Chocolat Noir et Cacahuète"
5900512850290,Kefir
20272760,Baton z karmelem i ciastkiem w mlecznej czekoladzie
5902481122040,Ryż jaśminowy
7613035533585,Królewski bulion warzywny
5900567012001,Kiełbasa Żywiecka z indyka
5900259097392,Lay'sMaxx ser z cebulką
3250391896554,Flocons d'avoine
5902891280224,Mokate Cappuccino z belgijską czekoladą
0602652258244,Honey roasted nuts & sea salt
5900512990378,Śmietanka kremowa UHT 30% tłuszczu
5051007092081,Czekolada mleczna
5905689307073,Max Force - gazowany napój energetyzujący z tauryną i kofeiną
5902581687593,Czekolada deserowa z nadzieniem o smaku pistacjowym z kawałkami migdałów i orzechów pistacjowych
5907180316431,Belgijska czekolada deserowa ze skórką pomarańczy i migdałami.
5906040063089,Jogurt Naturalny
8436008520950,Guacamole
5400265033839,"Mix czekoladek, Pralines"
5900617011190,Płatki owsiane-górskie błyskawiczne
5902596140052,Śląska musztarda
5900580000726,Ogórki konserwowe hot chili
5902581687609,Czekolada mleczna z nadzieniem orzechowym i kawałkami orzechów laskowych
19012391,Corny Haferkraft Kakao
5902481013041,Ryż Basmati
5902340971994,Mąka kokosowa
4002084343635,Pizza margherita
7414040147008,Serek wiejski naturalny
5900649068063,Napój kawowy w proszku o smaku czekoladowego brownie
5905279708235,Węgiel aktywowany
5901330066382,"Gold-Vit C, 1000 Forte"
5900049000243,Mąka tortowa puszysta
20305826,Myrtilles
8690710137411,Traditional Floss Halva
5902020163213,Mąka tortowa extra
5902899127187,Almette z pomidorami
20059903,Strawberry ice cream premium
20348960,Premium COFFEE dairy ice cream
5907631201255,Cytrynki z czarnym bzem
5905669425018,Szczaw siekany
5901483081874,Ostropest plamisty
5900749563154,"Masa krówkowa, Kajmak"
20818661,gluten free bread
5904646000095,Ser smażony
5907439112197,Lody Caffe Latte
5906827018318,"Natural Mix - Kasza gryczana biała, Bulgur, Oliwki"
3560070332977,Orange  boisson
3560070444373,Haricots Verts Très Fins
20202859,Muesli Premium
20209957,Kasza gryczana prażona
3850104221033,Pomidory Krojone w soku pomidorowym z oliwą z oliwek i czosnkiem
5906827017717,"Trendy Lunch - Orkisz, Buraki, Papryka, Czosnek niedźwiedzi"
5902180550113,"Natural Mix - Czerwona soczewica, kasza gryczana, marchewka"
5906827018141,Natural Mix
5902481019432,Kasza manna
5904645009341,Chrzan tarty że śmietanką
5900820019112,Serek śmietankowy z zielonymi oliwkami
5900820011499,Łaciaty z czosnkiem
5901713000071,Koncentrat pomidorowy 30%
5901248001444,Ketchup pikantny z pomidorów z Kujaw
5900512990064,"Mozzarella, ser tarty"
20820282,"Mleko świeże 3,2%"
5904215140696,Pierogi z serem i truskawkami
20035648,Spaghetti Alla Napoli
8008993491821,Makaron Spaghetti
5906040063515,Jogurt naturalny
5900449007200,Surówka Colesław
5904215141150,Ser owczy
5902481019678,Soczewica
5907487424457,"Chleb przaśny, Podpłomyki"
5904215141969,Wafle tortowe suche
5903195008415,Smalec z mięsem
5903195012375,Smalec z jabłkiem.
8719200106314,Margaryna półtłusta 40%. Do smarowania.
5904215136385,Kiszona kapusta z marchewką
5901529006663,Kostka mięsna
20509712,Frankfurterki wędzone
5901529006687,Kostka warzywna
5902367406035,Ekologiczny syrop z agawy
7622210653147,Milka Moments
5202277000515,Tzatziki
5906827017137,Kasza gryczana prażona
5902121024925,"Smaki dzieciństwa, Lody &quot;Sernik mamusi&quot;"
5902377000827,Masa kajmakowa
5906827018295,Natural Mix
5906936680116,Kasza Bulgur
5900977008588,Kasza jaglana
5900977009714,"Kasza jęczmienna, perłowa"
5905279458000,Olej z ryżu
5904437012375,Faworki
5904356951274,Herbatniki Korzenne
5905279740167,Basia Basia
5902814602300,Smalec gęsi
5900820007737,Masło ekstra 83%
5907623268143,Hummus
5900012005947,Finuu Klasyczne
5901549469363,O smaku masła
5901549469622,Klasyczny
5904244001616,Sos z czosnku niedżwiedziego
5900229000902,Śniadaniowa wege
5900229000728,Śniadaniowa energy
5900229020429,Margaryna Słoneczna
5901588017457,Czekolada gorzka Wiśniowa
5900857007694,Ser żółty królewiecki szwajcar
5902565210953,Czekolada biała z cynamonem
5204401580061,Oliwa z oliwek z pierwszego tłoczenia
5900956700113,Herbata biała jaśmin
5908249974258,"Bulion ekologiczny, warzywny w kostkach"
5908249971271,"Bulion ekologiczny, wołowy w kostkach"
5908249971264,"Bulion ekologiczny, drobiowy w kostkach"
5904730127844,"Olej kokosowy, bezzapachowy"
5900437005256,"Pizza Guseppe z kurczakiem w przyprawie masala i curry, głęboko mrożona."
5900797001905,Castella deserowa
5901619150931,Ketchup pikantny
5900320005950,Paluszki extra cienkie
8410159267117,Oliwki Czarne Krojone
5900907000392,Pieczarki marynowane
20979881,Pomidory suszone w oleju z oliwkami
20979874,Pomidory suszone w oleju z pestkami dyni
5907637319404,Pomidory suszone z kaparami
4823084600982,Przekąska po Gruzińsku typu ADŻYKA
5906974018032,Dżem z pomarańczy
5900180001734,"Pyszna Danka, dynia w lekkiej zalewie octowej"
5600725826166,Tuńczyk z Azorów
5900437038049,Słodka Chwila budyń śmietankowy
5907750625635,Roszponka
8021398301588,Gorgonzola Pikantna
5903895010114,Śledź w sosie pomidorowym
5902565210915,Czekolada kokosowa
5902098420508,Koncentrat pomidorowy 20%
5900012008597,Wawrzyniec z grillowanym bakłażanem
3606510001376,Paluszki rybne panierowane
5905548351179,"Herbata biała tajska cytryna, kwiat granatu"
5902180160602,Ryż basmati
3250390335962,Chabrior Ble Complet
8001060025837,Sos pomidorowy z bazylią
8902611010169,Rosół z kury
5902180060100,kasza gryczana prażona
5901960048192,Paprykarz z łososia
5908221101030,Tygryski pałeczki kukurydziane
5907569003570,Paprykarz wegetariański.
5906207023031,Mozarella ser tarty
5903895629569,Kiełbasa biała.
5902310015147,Salami z cebulą
5901088011719,Riviva nektar czerwony grejpfrut
5906749160027,Chleb Baczyński na zakwasie krojony.
5900446013945,Gazowany napój energetyzujący z tauryną i naturalną kofeiną.
5900552059967,4move vitamin water magnez + witaminy.
5908235942766,Napój gazowany o smaku pomarańczowym na bazie wody źródlanej.
5902860410768,Napój gazowany o smaku cytrynowym.
5900394003197,Wafel przekładany kremem kakaowym w czekoladzie
4335896588285,Wafelek z nadzieniem kakaowym (53%) z czekoladzie (27%).
5901359024400,Piwo ŻUBR
